source,food_id,name_local,name_en,lang,category,serving_basis,energy_kcal,protein_g,phosphorus_mg,potassium_mg,sodium_mg,notes
,D2000101,太陽洋香瓜,,zh-TW,水果類,100g,32.3771,1.163,11.0669,280.7348,3.1355,
,D2000102,狀元瓜,,zh-TW,水果類,100g,27.3527,0.7327,9.468,218.513,17.502,
,D2000103,蜜世界洋香瓜,,zh-TW,水果類,100g,29.0271,0.7225,10.4002,176.3222,18.5255,
,00D20002,甜瓜平均值(東洋系脆瓜),,zh-TW,水果類,100g,36.7097,0.9829,20.7291,330.1696,9.3425,
,D2000201,美濃瓜,,zh-TW,水果類,100g,36.8136,1.0678,19.2554,337.8659,8.3475,
,D2000202,黃香瓜,,zh-TW,水果類,100g,30.4992,0.6,16.0,240.0,16.0,
,D2000203,嘉玉甜瓜,,zh-TW,水果類,100g,42.8162,1.281,26.932,412.643,3.68,
,D2000301,洋香瓜(新世紀),,zh-TW,水果類,100g,38.9086,0.674,14.079,258.568,9.313,
,D2000302,新疆哈密瓜,,zh-TW,水果類,100g,27.7775,0.7,13.0,190.0,29.0,
,D2000303,洋香瓜(卡蜜拉),,zh-TW,水果類,100g,37.6079,0.567,30.65,217.79,11.78,
,00D20004,甜瓜平均值(網紋洋香瓜),,zh-TW,水果類,100g,36.9446,0.9182,14.7236,269.8095,13.2864,
,D2000401,七股香洋香瓜,,zh-TW,水果類,100g,40.2804,0.588,21.844,323.17,8.725,
,D2000402,天香洋香瓜,,zh-TW,水果類,100g,44.4526,0.811,13.5972,240.9511,8.543,
,D2000403,秋香洋香瓜,,zh-TW,水果類,100g,34.0753,1.04,13.007,232.0803,16.0924,
,D2000404,紅寶石洋香瓜,,zh-TW,水果類,100g,38.8355,1.232,21.765,260.192,13.706,
,D2000405,香華洋香瓜,,zh-TW,水果類,100g,30.4513,0.743,6.683,184.111,20.447,
,D2000406,藍寶石洋香瓜,,zh-TW,水果類,100g,33.5724,1.095,11.4453,378.3526,12.205,
,D2100101,土芒果,,zh-TW,水果類,100g,54.3278,0.6487,11.91,140.3058,1.5493,
,00D21002,芒果平均值(西洋種),,zh-TW,水果類,100g,50.3479,0.5779,12.3433,118.657,4.7542,
,D2100201,肯特芒果,,zh-TW,水果類,100g,49.3645,0.538,11.5535,140.1965,17.3543,
,D2100202,海頓芒果,,zh-TW,水果類,100g,59.9496,0.38,15.0,120.0,4.0,
,D2100203,凱特芒果,,zh-TW,水果類,100g,50.1086,1.145,15.097,114.839,0.566,
,D2100204,愛文芒果,,zh-TW,水果類,100g,42.3591,0.3567,11.7599,106.1405,1.4656,
,D2100205,聖心芒果,,zh-TW,水果類,100g,49.9574,0.47,8.306,112.109,0.385,
,D2100301,黑香芒果,,zh-TW,水果類,100g,65.9523,0.813,22.486,164.935,0.169,
,00D21004,芒果平均值(新興種),,zh-TW,水果類,100g,55.8473,0.5786,13.7265,146.7558,1.4266,
,D2100401,四季芒果,,zh-TW,水果類,100g,60.0964,0.577,16.5605,145.3325,0.2817,
,D2100402,玉文芒果,,zh-TW,水果類,100g,61.9019,0.519,13.621,120.664,0.0,
,D2100403,金煌芒果,,zh-TW,水果類,100g,51.637,0.8265,10.3992,103.7755,7.6948,
,D2100404,金蜜芒果,,zh-TW,水果類,100g,63.8271,0.583,13.295,295.759,0.836,
,D2100405,金興芒果,,zh-TW,水果類,100g,40.9565,0.552,16.26,124.226,0.403,
,D2100406,香水芒果,,zh-TW,水果類,100g,65.2215,0.5715,10.9677,142.7537,0.3697,
,D2100407,蓮花芒果,,zh-TW,水果類,100g,47.2908,0.421,14.982,94.78,0.401,
,D2110101,芒果乾,,zh-TW,水果類,100g,333.9183,0.55,14.0,64.0,219.0,
,00D22001,荔枝平均值,,zh-TW,水果類,100g,64.9699,1.0357,24.8028,184.6567,1.244,
,D2200101,玉荷苞荔枝,,zh-TW,水果類,100g,68.2581,1.168,26.6328,189.6998,0.2381,
,D2200102,黑葉仔荔枝,,zh-TW,水果類,100g,61.6818,0.9033,22.9728,179.6136,2.2498,
,D2200201,冷凍荔枝,,zh-TW,水果類,100g,28.1127,0.4,27.0,130.0,9.0,
,D2300101,龍眼,,zh-TW,水果類,100g,71.8698,1.1275,29.3649,282.1886,2.5862,
,D2310101,龍眼乾,,zh-TW,水果類,100g,276.0909,5.065,144.7898,1234.885,4.8081,
,D2310201,帶殼龍眼乾,,zh-TW,水果類,100g,278.4911,4.604,95.6379,1044.4139,0.4082,
,00D24001,李子平均值(青皮黃肉),,zh-TW,水果類,100g,47.5354,0.667,35.8599,151.8591,0.2939,
,D2400101,加州青李,,zh-TW,水果類,100g,47.176,0.649,55.5462,163.3641,0.4595,
,D2400102,翡翠李,,zh-TW,水果類,100g,47.8949,0.685,16.1735,140.354,0.1282,
,00D24002,李子平均值(紅皮紅肉),,zh-TW,水果類,100g,39.4575,0.6053,11.6226,147.833,0.2462,
,D2400201,紅肉李(大),,zh-TW,水果類,100g,40.5805,0.5315,9.9091,139.654,0.0003,
,D2400202,紅肉李(小),,zh-TW,水果類,100g,38.3345,0.679,13.336,156.012,0.492,
,00D24003,李子平均值(紅皮黃肉),,zh-TW,水果類,100g,47.6233,0.7072,14.893,154.8608,0.6912,
,D2400301,加州紅李(台灣),,zh-TW,水果類,100g,44.6365,0.348,8.3618,104.9041,0.0304,
,D2400302,加州紅李(進口),,zh-TW,水果類,100g,60.0724,0.818,19.9581,167.6598,3.5,
,D2400303,加州蜜李(進口),,zh-TW,水果類,100g,66.2079,1.254,25.2468,208.7852,0.0521,
,D2400304,香水李,,zh-TW,水果類,100g,36.1779,0.709,15.965,148.408,0.264,
,D2400305,桃接李(大),,zh-TW,水果類,100g,37.5626,0.5845,10.001,122.3177,0.7417,
,D2400306,桃接李(小),,zh-TW,水果類,100g,35.8162,0.66,12.1468,158.2443,0.0181,
,D2400307,蜜棗李(進口),,zh-TW,水果類,100g,52.89,0.577,12.5717,173.7068,0.2319,
,D2400401,黃肉李,,zh-TW,水果類,100g,35.4499,0.436,14.001,127.525,0.474,
,D2400501,黑李,,zh-TW,水果類,100g,56.8927,0.7435,15.1336,146.0998,0.1925,
,D2500101,枇杷,,zh-TW,水果類,100g,37.9522,0.327,30.6546,172.7825,4.3127,
,D2600101,筆柿,,zh-TW,水果類,100g,69.216,0.574,14.6125,155.7938,1.9299,
,00D27002,甜柿平均值,,zh-TW,水果類,100g,57.1428,0.4813,12.7695,130.9251,2.9431,
,D2700201,富有甜柿(大雪山),,zh-TW,水果類,100g,56.7934,0.391,10.753,123.583,0.48,
,D2700202,甜柿(進口),,zh-TW,水果類,100g,57.4922,0.5715,14.786,138.2672,5.4062,
,D2700203,國產甜柿,,zh-TW,水果類,100g,47.4084,0.374,13.46,126.08,0.0,
,D2700301,牛心柿,,zh-TW,水果類,100g,62.3047,0.4805,13.7052,158.71,3.3468,
,D2700401,四周柿,,zh-TW,水果類,100g,65.6456,0.474,14.5174,196.5501,0.4203,
,D2700501,柿餅,,zh-TW,水果類,100g,195.6143,1.7097,57.2396,610.9327,3.7444,
,00D28001,水蜜桃平均值,,zh-TW,水果類,100g,39.4356,0.9065,21.3411,205.2686,1.9139,
,D2800101,水蜜桃,,zh-TW,水果類,100g,39.7262,0.906,22.4501,186.5992,3.4017,
,D2800102,甜蜜桃,,zh-TW,水果類,100g,39.145,0.907,20.232,223.938,0.426,
,00D28002,脆桃平均值,,zh-TW,水果類,100g,44.3199,0.9194,20.4264,217.159,2.1418,
,D2800201,白油桃,,zh-TW,水果類,100g,36.7819,0.635,19.7848,181.884,0.684,
,D2800202,玫瑰桃,,zh-TW,水果類,100g,50.949,1.2,21.0,200.0,7.0,
,D2800203,福壽桃,,zh-TW,水果類,100g,47.2326,0.888,18.222,237.845,0.483,
,D2800204,鶯哥桃,,zh-TW,水果類,100g,42.316,0.9545,22.6989,248.9071,0.4002,
,D2800301,蟠桃,,zh-TW,水果類,100g,45.2668,0.854,23.244,184.784,0.0,
,D2900101,青梅(胭脂梅),,zh-TW,水果類,100g,34.6328,0.514,13.516,244.971,0.801,
,00D30001,西洋梨平均值,,zh-TW,水果類,100g,52.7872,0.2543,10.8451,112.1105,0.4537,
,D3000101,西洋梨(青皮),,zh-TW,水果類,100g,61.8717,0.2755,12.6886,118.928,0.1565,
,D3000102,西洋梨(紅皮),,zh-TW,水果類,100g,52.8339,0.2815,10.7361,121.6332,0.8611,
,D3000103,西洋梨(黃皮),,zh-TW,水果類,100g,43.6562,0.206,9.1107,95.7702,0.3435,
,D3000201,幸水梨,,zh-TW,水果類,100g,34.1309,0.403,9.187,107.072,0.446,
,D3000202,大雪梨,,zh-TW,水果類,100g,41.9846,0.3367,12.9584,147.2721,0.4106,
,D3000203,新世紀梨,,zh-TW,水果類,100g,41.5951,0.368,10.5547,114.9448,6.0671,
,D3000204,新興梨,,zh-TW,水果類,100g,44.063,0.24,13.1066,144.7474,0.3705,
,D3000205,橫山梨,,zh-TW,水果類,100g,46.5972,0.4055,11.4655,131.4929,4.7379,
,D3000206,豐水梨,,zh-TW,水果類,100g,36.129,0.5257,15.4073,156.9402,0.3245,
,D3000301,將軍蜜梨,,zh-TW,水果類,100g,49.8356,0.366,9.2973,113.8179,0.4764,
,D3000302,梨山蜜梨,,zh-TW,水果類,100g,47.0467,0.289,12.2894,122.862,0.2036,
,00D31001,蜜棗平均值(大),,zh-TW,水果類,100g,43.2663,1.0548,16.6377,191.0695,2.1994,
,D3100101,蜜棗(長形),,zh-TW,水果類,100g,42.8209,1.1605,17.9926,208.411,3.6653,
,D3100102,蜜棗(圓形),,zh-TW,水果類,100g,43.7118,0.949,15.2828,173.7279,0.7335,
,D3100201,珍珠蜜棗,,zh-TW,水果類,100g,45.8929,1.112,15.5493,248.0137,0.7215,
,D3100301,國產紅棗,,zh-TW,水果類,100g,87.3003,0.908,33.3959,323.7596,1.2248,
,D3100401,紅棗(乾),,zh-TW,水果類,100g,227.4004,3.173,70.38,596.74,9.65,
,D3100402,黑棗(乾),,zh-TW,水果類,100g,230.0813,2.71,53.3,599.75,2.89,
,00D32001,蘋果平均值(青皮),,zh-TW,水果類,100g,49.9685,0.2979,9.887,104.8364,1.6259,
,D3200101,青龍蘋果,,zh-TW,水果類,100g,53.8282,0.265,11.13,108.11,0.62,
,D3200102,翠玉青蘋果,,zh-TW,水果類,100g,46.1089,0.3307,8.6439,101.5627,2.6318,
,D3200201,翠玉青蘋果(帶皮),,zh-TW,水果類,100g,53.7499,0.371,12.175,136.385,5.057,
,D3200301,美國五爪蘋果,,zh-TW,水果類,100g,50.6902,0.1545,10.4441,117.5696,2.2349,
,00D32004,蘋果平均值(混色),,zh-TW,水果類,100g,51.3994,0.2123,9.6612,114.148,1.1926,
,D3200401,加拉蘋果,,zh-TW,水果類,100g,55.0358,0.193,10.6908,113.4436,0.3405,
,D3200402,津輕蜜蘋果,,zh-TW,水果類,100g,56.3442,0.198,8.408,135.405,0.552,
,D3200403,秋香蘋果,,zh-TW,水果類,100g,45.3376,0.265,10.0595,95.0236,0.4479,
,D3200404,富士蘋果,,zh-TW,水果類,100g,48.8801,0.193,9.4863,112.7196,3.4298,
,D3200501,富士蘋果(帶皮),,zh-TW,水果類,100g,44.9081,0.226,6.842,93.992,3.43,
,D3200601,金冠蘋果,,zh-TW,水果類,100g,48.7552,0.36,10.8773,128.2956,0.0,
,D3300101,櫻桃,,zh-TW,水果類,100g,74.9321,1.2155,22.5565,236.3017,2.2269,
,D3300201,白櫻桃,,zh-TW,水果類,100g,69.3936,0.702,18.3958,224.4201,0.5416,
,D3400101,椪柑,,zh-TW,水果類,100g,40.1505,0.804,14.4902,73.8325,1.6891,
,D3400201,紅柑,,zh-TW,水果類,100g,41.8001,0.845,14.4426,147.6931,0.717,
,D3400202,茂谷柑,,zh-TW,水果類,100g,44.3919,0.595,16.1602,142.7209,0.6009,
,D3400203,海梨桶柑,,zh-TW,水果類,100g,43.8265,0.8645,17.7486,106.6857,6.2029,
,D3400204,高牆桶柑,,zh-TW,水果類,100g,45.1465,0.771,13.3523,121.5699,0.8032,
,D3400205,檸檬柑,,zh-TW,水果類,100g,48.2649,1.108,23.9614,161.341,1.003,
,D3400206,砂糖橘,,zh-TW,水果類,100g,49.8641,0.652,24.25,166.18,2.69,
,D3400301,長果金柑,,zh-TW,水果類,100g,55.5443,0.96,13.4862,138.1159,4.9506,
,D3400302,圓果金柑,,zh-TW,水果類,100g,31.5768,0.7,15.0,110.0,4.0,
,D3400303,圓果金柑汁(綠皮),,zh-TW,水果類,100g,32.3401,0.891,20.298,164.9799,1.3305,
,D3500101,文旦,,zh-TW,水果類,100g,34.4186,0.685,15.113,143.4369,0.4824,
,D3500102,文旦(2023年取樣),,zh-TW,水果類,100g,47.8151,0.574,19.507,161.541,0.781,
,D3500201,白柚,,zh-TW,水果類,100g,37.4132,0.5755,17.3529,150.9793,7.1127,
,D3500301,西施蜜柚,,zh-TW,水果類,100g,40.3168,0.803,15.5935,174.947,0.2111,
,00D36001,甜橙平均值(普遍系),,zh-TW,水果類,100g,45.5985,0.7908,21.6968,148.5595,2.9883,
,D3600101,柳橙,,zh-TW,水果類,100g,43.5126,0.799,20.8438,145.2174,5.3037,
,D3600102,香吉士(進口),,zh-TW,水果類,100g,47.2362,0.6845,20.0378,143.9877,1.1047,
,D3600103,澳洲甜橙(進口),,zh-TW,水果類,100g,46.0467,0.889,24.2087,156.4735,2.5564,
,D3700101,青皮葡萄柚,,zh-TW,水果類,100g,33.1124,0.751,14.424,140.661,1.035,
,D3700201,紅寶石葡萄柚(古坑),,zh-TW,水果類,100g,36.8728,0.702,20.083,184.294,0.0,
,D3700301,黃皮葡萄柚(進口),,zh-TW,水果類,100g,37.8268,0.717,16.1137,177.8706,1.4728,
,D3700401,黃皮葡萄柚,,zh-TW,水果類,100g,37.2039,0.668,16.5868,90.0167,3.6267,
,D3800101,檸檬,,zh-TW,水果類,100g,33.3043,0.708,22.1515,149.949,3.833,
,D3800201,萊姆,,zh-TW,水果類,100g,37.6843,0.521,15.258,107.844,1.356,
,00D38003,檸檬汁平均值,,zh-TW,水果類,100g,30.6394,0.45,12.2017,122.9201,1.0913,
,D3800301,檸檬汁(黃皮),,zh-TW,水果類,100g,29.8739,0.478,9.9715,102.144,1.066,
,D3800302,檸檬汁(綠皮),,zh-TW,水果類,100g,31.4048,0.422,14.4319,143.6962,1.1165,
,D3830102,萊姆汁,,zh-TW,水果類,100g,34.1966,0.3125,13.0117,108.2283,0.4928,
,D3930101,紅甘蔗汁,,zh-TW,水果類,100g,76.1557,0.505,10.976,21.51,0.478,
,D3930102,"紅甘蔗汁(有機,2023年取樣)",,zh-TW,水果類,100g,71.9862,0.203,41.7,123.35,0.0,
,D4000101,人心果,,zh-TW,水果類,100g,82.512,0.6,10.0,250.0,10.0,
,00D41301,可可椰子汁平均值,,zh-TW,水果類,100g,17.4086,0.1405,9.9115,236.5235,9.7805,
,D4130101,可可椰子汁(屏東),,zh-TW,水果類,100g,15.9585,0.101,8.6,232.25,3.12,
,D4130102,可可椰子汁(進口),,zh-TW,水果類,100g,18.8587,0.18,11.2229,240.797,16.441,
,D4300101,蛋黃果,,zh-TW,水果類,100g,105.6234,1.405,20.076,288.7133,2.7636,
,D4400101,無花果,,zh-TW,水果類,100g,66.9899,1.16,23.81,287.64,9.4,
,D4410101,無花果乾,,zh-TW,水果類,100g,328.0326,3.56,67.13,897.78,9.66,
,D4500101,黃金果,,zh-TW,水果類,100g,44.4768,0.927,12.09,99.12,0.0,
,D4600101,菠蘿蜜,,zh-TW,水果類,100g,107.7522,1.016,23.82,469.08,0.0,
,D4600201,榴槤蜜,,zh-TW,水果類,100g,123.815,1.608,21.08,474.17,0.0,
,D4700101,牛奶果,,zh-TW,水果類,100g,62.1757,0.829,16.61,202.98,2.6,
,D4800101,餘甘子,,zh-TW,水果類,100g,42.5991,0.285,15.07,158.739,2.304,
,D4900101,嘉寶果,,zh-TW,水果類,100g,58.5811,0.347,11.71,106.37,0.0,
,D5000101,藍莓(台灣),,zh-TW,水果類,100g,53.4889,0.527,13.05,74.56,0.3,
,E0100101,牛蒡,,zh-TW,蔬菜類,100g,84.456,2.5407,92.7067,357.691,14.5052,
,00E02001,胡蘿蔔平均值,,zh-TW,蔬菜類,100g,38.547,1.1223,28.8999,197.7852,89.4138,
,E0200101,胡蘿蔔,,zh-TW,蔬菜類,100g,37.2239,1.005,38.9928,266.5607,67.1443,
,E0200102,向陽二號胡蘿蔔,,zh-TW,蔬菜類,100g,44.2969,0.627,20.824,101.686,92.478,
,E0200103,澳洲胡蘿蔔(細長型),,zh-TW,蔬菜類,100g,34.1201,1.735,26.883,225.1088,108.6191,
,E0200201,黃胡蘿蔔,,zh-TW,蔬菜類,100g,41.802,1.073,35.313,338.481,64.57,
,E0200301,冷凍胡蘿蔔,,zh-TW,蔬菜類,100g,13.3556,0.47,25.0,120.0,65.0,
,E0300101,根菾菜根,,zh-TW,蔬菜類,100g,26.9879,1.166,14.1668,252.9806,236.0628,
,E0300102,根菾菜根(2023年取樣),,zh-TW,蔬菜類,100g,36.5782,1.222,23.9258,284.001,141.0,
,00E04001,白蘿蔔平均值,,zh-TW,蔬菜類,100g,17.5798,0.5485,16.8597,124.5042,46.1228,
,E0400101,白蘿蔔,,zh-TW,蔬菜類,100g,16.0011,0.695,19.2184,151.1883,27.0346,
,E0400102,白蘿蔔(長形),,zh-TW,蔬菜類,100g,19.1585,0.402,14.501,97.82,65.211,
,E0400201,櫻桃蘿蔔,,zh-TW,蔬菜類,100g,10.7028,0.595,13.3435,236.56,43.0001,
,E0400301,青蘿蔔,,zh-TW,蔬菜類,100g,32.66,1.809,41.7523,391.4332,12.7358,
,E0420101,蘿蔔乾,,zh-TW,蔬菜類,100g,57.8833,2.2,33.5,400.0,3278.6,
,E0500101,百合鱗片,,zh-TW,蔬菜類,100g,136.6158,3.793,65.5306,570.106,4.219,
,E0510101,乾百合鱗片,,zh-TW,蔬菜類,100g,303.9155,11.838,216.162,1240.332,89.964,
,E0600101,芋莖,,zh-TW,蔬菜類,100g,19.7972,1.1,32.0,410.0,4.0,
,E0700101,金針菜嫩莖,,zh-TW,蔬菜類,100g,23.9964,0.7207,20.487,210.9747,1.076,
,E0800101,草石蠶,,zh-TW,蔬菜類,100g,74.8778,1.725,74.2149,470.8479,0.4275,
,E0900101,球莖甘藍,,zh-TW,蔬菜類,100g,19.943,1.5563,37.6859,260.2204,17.6559,
,E1000101,孟宗竹筍,,zh-TW,蔬菜類,100g,40.0978,3.958,76.2724,633.5909,11.5409,
,E1100101,熟桂竹筍,,zh-TW,蔬菜類,100g,20.846,2.1323,45.968,92.6264,67.9358,
,E1200101,烏殼綠竹筍,,zh-TW,蔬菜類,100g,21.4256,1.8233,30.9056,238.4662,16.7736,
,E1300101,茭白筍,,zh-TW,蔬菜類,100g,20.459,1.332,38.1595,219.0904,5.0048,
,E1300201,玉米筍,,zh-TW,蔬菜類,100g,33.3763,1.768,44.52,219.24,0.0,
,E1400101,麻竹筍,,zh-TW,蔬菜類,100g,22.0451,1.422,24.7,292.0,0.55,
,E1400201,冷凍麻竹筍,,zh-TW,蔬菜類,100g,17.2648,0.85,15.0,40.0,22.0,
,E1500101,綠竹筍,,zh-TW,蔬菜類,100g,24.9617,1.7175,41.5813,302.8965,0.362,
,E1500201,帶殼熟綠竹筍,,zh-TW,蔬菜類,100g,25.2944,2.01,38.309,235.961,1.393,
,E1500301,沙拉筍塊,,zh-TW,蔬菜類,100g,23.7743,1.5635,28.2634,162.0461,7.9176,
,E1600101,熟箭竹筍,,zh-TW,蔬菜類,100g,19.7042,2.0968,24.0889,1.8986,342.7717,
,E1700101,白蘆筍,,zh-TW,蔬菜類,100g,25.2835,1.8453,35.323,204.2664,3.5594,
,00E17002,綠蘆筍平均值,,zh-TW,蔬菜類,100g,21.8875,2.6543,51.8574,264.4967,4.3052,
,E1700201,綠蘆筍,,zh-TW,蔬菜類,100g,22.2906,1.348,46.7989,219.6153,6.0314,
,E1700202,澳洲綠蘆筍(粗短型),,zh-TW,蔬菜類,100g,20.4908,2.54,54.5484,261.0848,3.11,
,E1700203,綠蘆筍(細短型),,zh-TW,蔬菜類,100g,22.9636,3.26,69.0921,331.8265,3.4795,
,E1700204,綠蘆筍(短型),,zh-TW,蔬菜類,100g,21.8049,3.469,36.99,245.46,4.6,
,E1700301,蘆筍花,,zh-TW,蔬菜類,100g,20.6429,2.913,68.9568,331.7729,1.894,
,E1800101,嫩莖萵苣,,zh-TW,蔬菜類,100g,16.2946,1.0,18.0,310.0,22.0,
,E1900101,嫩薑,,zh-TW,蔬菜類,100g,21.2034,0.0,22.0,270.0,12.0,
,E1900102,粉薑,,zh-TW,蔬菜類,100g,28.3892,0.98,22.6367,297.1695,7.2318,
,E1900103,老薑,,zh-TW,蔬菜類,100g,52.5956,1.143,16.506,303.9731,4.2429,
,E2000101,檳榔嫩莖,,zh-TW,蔬菜類,100g,31.3181,2.232,60.156,345.8977,9.5837,
,E2100101,大蒜,,zh-TW,蔬菜類,100g,122.4864,6.6885,135.3013,423.1702,4.2509,
,E2100201,青蒜,,zh-TW,蔬菜類,100g,32.7941,2.1337,47.5341,278.8537,3.0408,
,E2100301,蒜苗,,zh-TW,蔬菜類,100g,53.5059,2.229,52.1144,197.9625,8.8693,
,00E23001,青蔥平均值,,zh-TW,蔬菜類,100g,30.6272,1.2625,26.0244,194.2876,0.9736,
,E2300101,青蔥(有機),,zh-TW,蔬菜類,100g,31.3369,1.148,32.45,209.71,1.19,
,E2300102,山東大蔥,,zh-TW,蔬菜類,100g,30.6474,1.304,26.3294,206.6542,0.8022,
,E2300103,日本甜蔥,,zh-TW,蔬菜類,100g,33.2834,1.014,28.152,246.985,1.021,
,E2300104,宜蘭粉蔥,,zh-TW,蔬菜類,100g,27.2412,1.584,17.166,113.801,0.881,
,E2400101,白洋蔥,,zh-TW,蔬菜類,100g,41.9293,1.0005,29.59,144.7915,3.223,
,E2400201,紫洋蔥,,zh-TW,蔬菜類,100g,31.5642,0.8748,23.5102,121.9267,3.7699,
,E2400301,黃洋蔥,,zh-TW,蔬菜類,100g,41.5585,0.9663,28.2272,157.3115,2.4683,
,E2500101,紅蔥頭,,zh-TW,蔬菜類,100g,74.9788,3.437,66.216,297.7598,15.9285,
,E2600101,韮菜花,,zh-TW,蔬菜類,100g,28.2275,1.802,43.74,284.55,3.06,
,E2600201,韮菜,,zh-TW,蔬菜類,100g,23.0272,1.8953,29.9537,312.2502,2.3307,
,E2600301,韮黃,,zh-TW,蔬菜類,100g,16.2344,1.478,25.5246,157.7271,3.3924,
,E2700101,九層塔,,zh-TW,蔬菜類,100g,27.3979,2.904,52.9026,347.1366,1.6471,
,E2800101,小麥苗,,zh-TW,蔬菜類,100g,34.0464,3.326,122.049,446.071,3.064,
,E2900101,水菜(日本種),,zh-TW,蔬菜類,100g,10.9221,1.164,21.072,287.547,2.294,
,00E30001,甘藍平均值,,zh-TW,蔬菜類,100g,23.1788,1.308,30.3334,186.7937,10.5289,
,E3000101,梨山甘藍(尖球形),,zh-TW,蔬菜類,100g,24.058,1.402,36.4876,204.7056,8.3789,
,E3000102,甘藍(扁圓形),,zh-TW,蔬菜類,100g,21.0373,1.09,24.5105,172.5815,12.208,
,E3000103,甘藍(圓球形),,zh-TW,蔬菜類,100g,24.4409,1.432,30.0021,183.094,10.9997,
,E3000104,甘藍(圓球形)(2021年取樣),,zh-TW,蔬菜類,100g,20.2123,0.842,17.45,175.5,3.47,
,E3000201,紫色甘藍,,zh-TW,蔬菜類,100g,28.4625,1.484,35.0325,250.473,13.3745,
,E3000301,甘藍芽,,zh-TW,蔬菜類,100g,33.0137,2.6525,41.4055,312.094,12.061,
,E3000401,冷凍甘藍,,zh-TW,蔬菜類,100g,20.4849,1.286,22.4,120.0,20.9,
,E3000501,羽衣甘藍(有機),,zh-TW,蔬菜類,100g,35.2175,2.956,57.87,395.81,59.62,
,E3010101,脫水甘藍,,zh-TW,蔬菜類,100g,340.7258,6.856,146.9959,634.8859,1351.4656,
,E3100101,甘藷葉,,zh-TW,蔬菜類,100g,27.8434,3.1552,43.5969,401.4512,39.2764,
,E3200102,蚵仔白菜(2022年取樣),,zh-TW,蔬菜類,100g,13.0932,1.399,27.91,223.34,39.71,
,E3200201,荷葉白菜,,zh-TW,蔬菜類,100g,14.4486,1.436,34.7036,244.8523,91.2009,
,E3200301,葵扇白菜,,zh-TW,蔬菜類,100g,13.8586,1.552,36.7124,236.1646,47.3983,
,E3200401,黑葉白菜(短梗),,zh-TW,蔬菜類,100g,15.1397,1.343,33.9552,283.3948,56.9583,
,E3200501,千寶菜,,zh-TW,蔬菜類,100g,20.1997,1.714,31.1485,289.6655,45.932,
,E3200601,小白菜(土植)(1月取樣),,zh-TW,蔬菜類,100g,10.4144,1.15,23.924,109.36,109.604,
,E3200602,小白菜(土植)(3月取樣),,zh-TW,蔬菜類,100g,13.9188,1.221,26.31,255.64,50.72,
,E3200603,小白菜(土植)(4月取樣),,zh-TW,蔬菜類,100g,13.1398,1.05,32.1196,138.7373,124.901,
,E3200604,小白菜(土植)(7月取樣),,zh-TW,蔬菜類,100g,10.4789,0.96,23.7015,143.9373,119.0987,
,E3200605,小白菜(土植)(10月取樣),,zh-TW,蔬菜類,100g,11.4178,1.065,26.33,139.84,70.87,
,E3200701,小白菜(水耕)(1月取樣),,zh-TW,蔬菜類,100g,12.7756,1.452,30.527,359.344,8.541,
,E3200702,小白菜(水耕)(4月取樣),,zh-TW,蔬菜類,100g,13.351,0.979,26.4708,324.4403,10.8848,
,E3200703,小白菜(水耕)(7月取樣),,zh-TW,蔬菜類,100g,12.2164,0.902,29.712,269.9759,8.8591,
,E3200704,小白菜(水耕)(10月取樣),,zh-TW,蔬菜類,100g,11.9979,1.091,29.36,291.56,6.35,
,E3200801,小白菜(有機)(1月取樣),,zh-TW,蔬菜類,100g,9.2122,1.842,29.711,218.173,79.227,
,E3200802,小白菜(有機)(4月取樣),,zh-TW,蔬菜類,100g,14.4059,1.254,36.5593,320.0733,39.6322,
,E3200803,小白菜(有機)(7月取樣),,zh-TW,蔬菜類,100g,10.9009,1.258,22.3459,259.8853,32.9271,
,E3200804,小白菜(有機)(10月取樣),,zh-TW,蔬菜類,100g,12.9507,1.347,27.11,294.44,23.03,
,E3200901,珍珠小白菜,,zh-TW,蔬菜類,100g,11.1145,1.497,47.334,392.749,4.039,
,E3201001,油菜心,,zh-TW,蔬菜類,100g,30.9035,3.2,57.0,240.0,21.0,
,E3201101,油菜(有機),,zh-TW,蔬菜類,100g,12.9931,1.303,25.5,444.05,23.71,
,E3201201,青江菜(土植)(1月取樣),,zh-TW,蔬菜類,100g,10.1525,1.307,32.717,113.996,73.07,
,E3201202,青江菜(土植)(3月取樣),,zh-TW,蔬菜類,100g,12.8607,1.233,25.61,246.13,53.14,
,E3201203,青江菜(土植)(4月取樣),,zh-TW,蔬菜類,100g,10.7355,0.96,32.2656,86.3894,110.1956,
,E3201204,青江菜(土植)(7月取樣),,zh-TW,蔬菜類,100g,14.8163,1.507,31.3781,107.5499,92.3846,
,E3201205,青江菜(土植)(10月取樣),,zh-TW,蔬菜類,100g,18.1348,1.701,39.96,266.834,27.676,
,E3201301,青江菜(水耕)(1月取樣),,zh-TW,蔬菜類,100g,12.4853,1.243,30.543,200.272,5.659,
,E3201302,青江菜(水耕)(4月取樣),,zh-TW,蔬菜類,100g,14.3465,1.397,34.958,376.2009,11.6504,
,E3201303,青江菜(水耕)(7月取樣),,zh-TW,蔬菜類,100g,13.9288,1.651,34.5202,376.5305,12.7177,
,E3201304,青江菜(水耕)(10月取樣),,zh-TW,蔬菜類,100g,10.943,1.371,33.44,307.68,14.3,
